City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
298,Fairbanks,US,2020-09-07 19:54:11,64.84,-147.72,59.0,71,90,5.82
299,Sitka,US,2020-09-07 19:54:11,57.05,-135.33,57.2,76,90,4.18
300,Praia,CV,2020-09-07 19:53:47,14.92,-23.51,80.6,74,75,3.36
301,Nantucket,US,2020-09-07 19:54:12,41.28,-70.1,73.4,69,1,10.29
302,Lewistown,US,2020-09-07 19:54:12,40.6,-77.57,84.0,51,1,6.93
303,Minsk Mazowiecki,PL,2020-09-07 19:54:13,52.18,21.57,53.01,80,1,4.7
304,Luderitz,NA,2020-09-07 19:54:13,-26.65,15.16,65.14,54,0,2.51
305,Saint-Georges,GD,2020-09-07 19:54:14,12.06,-61.75,87.8,74,40,14.99
306,Nelson Bay,AU,2020-09-07 19:54:14,-32.72,152.15,53.01,93,8,4.7
307,Khani,GE,2020-09-07 19:54:14,41.96,42.96,71.6,94,40,3.36
308,Yoichi,JP,2020-09-07 19:54:15,43.2,140.77,73.0,99,33,3.0
309,Tallahassee,US,2020-09-07 19:49:16,30.44,-84.28,91.4,49,75,9.17
310,Mahebourg,MU,2020-09-07 19:54:15,-20.41,57.7,71.6,94,40,10.29
311,Neyvo-Shaytanskiy,RU,2020-09-07 19:54:16,57.73,61.25,49.08,87,15,2.35
312,Grand Forks,US,2020-09-07 19:53:05,47.93,-97.03,51.8,50,90,17.22
313,Opalenica,PL,2020-09-07 19:54:16,52.31,16.41,55.99,93,1,1.12
314,Tyret Pervaya,RU,2020-09-07 19:54:17,53.67,102.31,51.13,90,100,8.97
315,Tuatapere,NZ,2020-09-07 19:54:18,-46.13,167.68,45.0,72,15,11.01
316,Riyadh,SA,2020-09-07 19:51:39,24.69,46.72,89.6,21,0,3.36
317,Kemijarvi,FI,2020-09-07 19:54:18,66.71,27.43,46.44,94,0,5.37
318,Torbay,CA,2020-09-07 19:54:19,47.67,-52.73,64.99,52,20,11.41
319,Pareora,NZ,2020-09-07 19:54:19,-44.49,171.21,39.0,93,0,2.93
320,Port Macquarie,AU,2020-09-07 19:54:20,-31.43,152.92,53.01,90,8,5.01
321,Sakakah,SA,2020-09-07 19:54:11,29.97,40.21,93.2,9,0,4.7
322,Mokhotlong,LS,2020-09-07 19:54:20,-29.29,29.07,45.12,56,0,2.48
323,Bubaque,GW,2020-09-07 19:54:21,11.28,-15.83,80.46,81,100,16.46
324,Kriva Palanka,MK,2020-09-07 19:54:22,42.2,22.33,71.6,73,9,4.09
325,Kazachinskoye,RU,2020-09-07 19:54:22,57.7,93.28,44.42,95,99,2.66
326,Souillac,MU,2020-09-07 19:51:23,-20.52,57.52,71.6,94,40,10.29
327,College,US,2020-09-07 19:54:23,64.86,-147.8,57.99,71,75,4.7
328,Juegang,CN,2020-09-07 19:54:24,32.32,121.19,72.63,83,0,3.78
329,Manokwari,ID,2020-09-07 19:54:25,-0.87,134.08,80.13,70,61,5.48
330,Jinhua,CN,2020-09-07 19:54:26,29.11,119.65,68.86,67,32,1.41
331,Morristown,US,2020-09-07 19:53:28,36.21,-83.29,84.0,51,1,1.48
332,Mitu,CO,2020-09-07 19:54:28,1.2,-70.17,90.21,52,94,2.1
333,Kirakira,SB,2020-09-07 19:54:28,-10.45,161.92,78.8,81,2,6.44
334,Hirson,FR,2020-09-07 19:54:29,49.92,4.08,57.99,72,5,2.04
335,Shanhetun,CN,2020-09-07 19:54:29,44.7,127.2,62.74,96,100,21.25
336,Eyl,SO,2020-09-07 19:54:29,7.98,49.82,75.92,80,77,18.43
337,North Bend,US,2020-09-07 19:54:30,43.41,-124.22,64.4,72,1,9.17
338,Tomatlan,MX,2020-09-07 19:54:30,19.93,-105.25,88.59,57,78,7.34
339,Middle Island,US,2020-09-07 19:54:31,40.88,-72.94,78.8,57,75,6.93
340,Kommunar,RU,2020-09-07 19:54:31,59.62,30.39,57.0,82,40,4.47
341,Shahrud,IR,2020-09-07 19:54:31,36.42,54.98,64.85,28,0,1.99
342,Rio Grande,BR,2020-09-07 19:50:46,-32.03,-52.1,60.01,79,49,7.0
343,Haines Junction,CA,2020-09-07 19:54:32,60.75,-137.51,51.73,64,100,6.22
344,Borogontsy,RU,2020-09-07 19:54:33,62.67,131.17,38.17,86,0,2.66
345,Mocuba,MZ,2020-09-07 19:54:33,-16.84,36.99,65.03,75,0,3.71
346,Rybachiy,RU,2020-09-07 19:54:34,48.71,44.74,68.0,56,1,8.95
347,Nam Som,TH,2020-09-07 19:54:34,17.77,102.19,81.0,82,100,1.97
348,Carballo,ES,2020-09-07 19:54:35,43.21,-8.69,66.2,63,28,10.29
349,Aykhal,RU,2020-09-07 19:54:35,66.0,111.5,32.0,76,90,4.47
350,Thaton,MM,2020-09-07 19:54:35,16.92,97.37,78.08,90,100,2.3
351,Aranos,NA,2020-09-07 19:54:36,-24.13,19.12,70.45,22,0,13.98
352,Kyren,RU,2020-09-07 19:54:36,51.68,102.14,56.77,70,100,3.09
353,Mataram,ID,2020-09-07 19:54:37,-8.58,116.12,75.2,88,75,6.93
354,Mastic Beach,US,2020-09-07 19:52:25,40.77,-72.85,78.8,57,75,6.93
355,Harper,LR,2020-09-07 19:54:37,4.38,-7.72,76.93,88,55,10.49
356,Necochea,AR,2020-09-07 19:54:38,-38.55,-58.74,60.01,42,27,10.0
357,Llanes,ES,2020-09-07 19:54:38,43.42,-4.75,66.99,67,19,11.7
358,Flinders,AU,2020-09-07 19:54:38,-34.58,150.86,50.0,85,3,1.01
359,Islampur,IN,2020-09-07 19:54:39,26.27,88.2,78.48,93,100,7.67
360,Myitkyina,MM,2020-09-07 19:54:39,25.38,97.4,75.11,95,100,0.98
361,Nicoya,CR,2020-09-07 19:54:40,10.15,-85.45,86.0,70,75,4.7
362,Lavrentiya,RU,2020-09-07 19:54:40,65.58,-171.0,43.84,73,100,18.61
363,Macenta,GN,2020-09-07 19:54:40,8.54,-9.47,69.71,95,95,3.04
364,Road Town,VG,2020-09-07 19:54:41,18.42,-64.62,87.01,79,75,8.05
365,Neuquen,AR,2020-09-07 19:54:41,-38.95,-68.06,64.4,45,27,3.36
366,Letlhakane,BW,2020-09-07 19:54:42,-21.42,25.58,65.01,31,0,12.8
367,San Carlos De Bariloche,AR,2020-09-07 19:51:21,-41.15,-71.31,55.4,37,75,26.4
368,Inhambane,MZ,2020-09-07 19:54:42,-23.86,35.38,64.4,93,20,3.36
369,Broome,US,2020-09-07 19:54:43,42.25,-75.83,78.01,50,1,14.99
370,Guatire,VE,2020-09-07 19:54:43,10.48,-66.54,78.01,78,92,2.86
371,Aconibe,GQ,2020-09-07 19:54:44,1.3,10.94,67.37,98,100,2.71
372,Khalkhal,IR,2020-09-07 19:54:45,37.62,48.53,65.52,50,20,1.95
373,Kaduna,NG,2020-09-07 19:54:46,10.52,7.44,73.67,87,60,4.09
374,Mount Isa,AU,2020-09-07 19:54:46,-20.73,139.5,71.6,35,0,8.05
375,Rincon,US,2020-09-07 19:54:47,32.3,-81.24,81.0,94,90,11.41
376,Esperance,AU,2020-09-07 19:54:47,-33.87,121.9,44.6,100,40,9.17
377,Baiyin,CN,2020-09-07 19:54:48,36.56,104.21,66.99,62,1,2.24
378,Podgornoye,RU,2020-09-07 19:54:48,51.73,39.15,57.2,41,26,4.47
379,Boa Vista,BR,2020-09-07 19:54:48,2.82,-60.67,93.2,49,75,5.82
380,Ongandjera,NA,2020-09-07 19:54:49,-17.88,15.07,72.23,21,0,6.31
381,Skelleftea,SE,2020-09-07 19:54:49,64.75,20.95,48.99,88,85,8.28
382,Dandong,CN,2020-09-07 19:54:50,40.13,124.39,62.92,91,100,17.0
383,Altay,CN,2020-09-07 19:54:50,47.87,88.12,49.46,54,85,6.02
384,Santarem,BR,2020-09-07 19:54:51,-2.44,-54.71,89.6,66,20,10.29
385,Havoysund,NO,2020-09-07 19:54:51,71.0,24.66,50.0,87,75,2.24
386,Baykit,RU,2020-09-07 19:54:51,61.67,96.37,43.41,78,10,3.78
387,Sokoto,NG,2020-09-07 19:54:52,13.06,5.24,78.4,74,0,6.29
388,Hanyang,CN,2020-09-07 19:54:52,32.14,105.51,67.44,84,95,2.59
389,Huntingdon,GB,2020-09-07 19:54:52,52.33,-0.19,63.0,85,100,7.0
390,Alofi,NU,2020-09-07 19:54:53,-19.06,-169.92,71.6,73,75,13.87
391,Champaign,US,2020-09-07 19:54:53,40.13,-88.2,79.0,78,90,5.82
392,Kloulklubed,PW,2020-09-07 19:54:53,7.04,134.26,77.0,94,75,2.68
393,Elmina,GH,2020-09-07 19:54:54,5.09,-1.35,75.07,91,48,9.44
394,Kokstad,ZA,2020-09-07 19:54:54,-30.55,29.42,56.46,85,90,2.48
395,Sao Joao De Pirabas,BR,2020-09-07 19:54:54,-0.77,-47.18,83.12,69,52,10.22
396,Bezhetsk,RU,2020-09-07 19:54:55,57.79,36.7,57.72,81,100,0.87
397,Oranjestad,AW,2020-09-07 19:53:25,12.52,-70.03,87.8,66,40,13.87
398,San Policarpo,PH,2020-09-07 19:54:56,12.18,125.51,82.99,76,33,4.7
399,Pevek,RU,2020-09-07 19:54:56,69.7,170.31,41.4,84,59,7.76
400,Severo-Kurilsk,RU,2020-09-07 19:54:57,50.68,156.12,53.42,90,20,11.16
401,Taupo,NZ,2020-09-07 19:54:57,-38.68,176.08,36.0,89,0,1.01
402,Man,CI,2020-09-07 19:54:57,7.41,-7.55,72.16,93,77,2.53
403,Dingle,PH,2020-09-07 19:54:58,11.0,122.67,76.66,88,100,2.71
404,Teluknaga,ID,2020-09-07 19:54:58,-6.1,106.64,82.0,83,40,4.7
405,Ninomiya,JP,2020-09-07 19:54:58,35.3,139.25,82.99,82,0,8.01
406,Marsh Harbour,BS,2020-09-07 19:54:59,26.54,-77.06,83.43,68,100,3.49
407,Suntar,RU,2020-09-07 19:54:59,62.14,117.63,47.28,86,100,5.64
408,Dukat,RU,2020-09-07 19:54:59,62.55,155.55,39.85,95,100,2.82
409,Fort Nelson,CA,2020-09-07 19:55:00,58.81,-122.7,55.4,66,75,5.82
410,Rio Gallegos,AR,2020-09-07 19:55:01,-51.62,-69.22,51.8,50,100,9.17
411,Veraval,IN,2020-09-07 19:55:01,20.9,70.37,81.93,86,100,10.16
412,San Luis,AR,2020-09-07 19:50:09,-33.3,-66.34,64.56,40,73,9.15
413,Muscat,OM,2020-09-07 19:54:04,23.61,58.59,89.6,31,0,4.7
414,Iquitos,PE,2020-09-07 19:55:02,-3.75,-73.25,91.4,55,75,2.24
415,Guiratinga,BR,2020-09-07 19:55:02,-16.35,-53.76,98.6,11,0,4.65
416,Sulangan,PH,2020-09-07 19:55:03,11.14,123.72,83.95,75,100,6.22
417,Black River,JM,2020-09-07 19:55:04,18.03,-77.85,84.2,83,40,3.36
418,Viedma,AR,2020-09-07 19:55:05,-40.81,-63.0,64.99,38,2,11.01
419,Egvekinot,RU,2020-09-07 19:55:06,66.32,-179.17,37.35,77,100,6.46
420,Arauca,CO,2020-09-07 19:50:24,7.08,-70.76,86.0,74,75,2.24
421,Marquette,US,2020-09-07 19:55:07,46.53,-87.63,62.01,35,100,7.0
422,Kavaratti,IN,2020-09-07 19:55:07,10.57,72.64,82.13,82,100,15.52
423,Nador,MA,2020-09-07 19:55:07,35.17,-2.93,75.2,83,20,5.82
424,Motala,SE,2020-09-07 19:55:08,58.54,15.04,55.4,76,88,9.17
425,Bitung,ID,2020-09-07 19:53:46,1.45,125.18,75.2,94,20,1.12
426,Concordia,AR,2020-09-07 19:55:08,-31.39,-58.02,68.0,49,40,21.92
427,Manta,EC,2020-09-07 19:53:41,-0.95,-80.73,78.8,74,40,12.75
428,Ouahigouya,BF,2020-09-07 19:55:09,13.58,-2.42,85.64,50,24,10.31
429,Petropavlovsk-Kamchatskiy,RU,2020-09-07 19:55:09,53.05,158.65,51.8,100,40,2.24
430,Tete,MZ,2020-09-07 19:55:10,-16.16,33.59,77.0,38,0,6.93
431,Banjar,ID,2020-09-07 19:55:10,-8.19,114.97,78.8,100,20,6.93
432,Pedernales,DO,2020-09-07 19:55:10,18.04,-71.74,87.8,74,40,13.87
433,Cravo Norte,CO,2020-09-07 19:55:11,6.3,-70.2,89.13,58,97,4.92
434,Sabang,ID,2020-09-07 19:55:11,5.89,95.32,82.85,77,100,13.04
435,Soyo,AO,2020-09-07 19:55:11,-6.13,12.37,73.4,86,41,6.89
436,Udachnyy,RU,2020-09-07 19:55:12,66.42,112.4,32.0,83,90,4.47
437,Mehamn,NO,2020-09-07 19:55:12,71.04,27.85,46.4,93,75,4.7
438,Yaan,NG,2020-09-07 19:55:12,7.38,8.57,74.97,90,72,3.51
439,Hisai,JP,2020-09-07 19:55:13,34.67,136.47,78.8,83,20,18.34
440,Ukiah,US,2020-09-07 19:55:13,39.15,-123.21,107.01,17,1,11.23
441,Brae,GB,2020-09-07 19:55:13,60.4,-1.35,53.6,87,0,18.34
442,Aksaray,TR,2020-09-07 19:55:14,38.37,34.03,71.6,30,0,5.82
443,Wajima,JP,2020-09-07 19:55:14,37.4,136.9,81.43,75,0,12.86
444,Sosnovo-Ozerskoye,RU,2020-09-07 19:55:15,52.52,111.54,49.05,87,0,3.0
445,Starotimoshkino,RU,2020-09-07 19:55:15,53.72,47.53,60.58,51,70,5.21
446,Tabas,IR,2020-09-07 19:55:16,33.6,56.92,84.2,19,0,2.24
447,Durban,ZA,2020-09-07 19:54:00,-29.86,31.03,66.99,82,40,8.05
448,Maltahohe,NA,2020-09-07 19:55:16,-24.83,16.98,66.31,26,0,8.5
449,Ponta Pora,BR,2020-09-07 19:55:16,-22.54,-55.73,71.6,78,100,12.75
450,Broken Hill,AU,2020-09-07 19:55:17,-31.95,141.43,68.0,32,0,12.75
451,Vernon,CA,2020-09-07 19:51:50,50.26,-119.27,73.4,25,1,27.51
452,Uri,IN,2020-09-07 19:55:17,34.08,74.03,61.34,58,0,3.38
453,Sao Goncalo Do Amarante,BR,2020-09-07 19:55:18,-3.61,-38.97,79.0,72,75,18.99
454,Sahuaripa,MX,2020-09-07 19:55:18,29.05,-109.23,92.1,50,1,4.27
455,Mbekenyera,TZ,2020-09-07 19:55:18,-10.0,38.98,66.54,78,1,1.88
456,Voskresenskoye,RU,2020-09-07 19:55:19,56.84,45.43,59.11,73,98,5.3
457,Cayenne,GF,2020-09-07 19:55:19,4.93,-52.33,87.8,70,29,9.17
458,Seoul,KR,2020-09-07 19:55:19,37.57,126.98,71.6,68,90,16.87
459,Sohag,EG,2020-09-07 19:55:20,26.56,31.69,95.0,26,0,13.87
460,Kintampo,GH,2020-09-07 19:55:11,8.06,-1.73,74.53,82,1,3.96
461,Nikolayevka,RU,2020-09-07 19:55:20,53.13,47.2,59.56,48,84,3.47
462,Qaqortoq,GL,2020-09-07 19:55:21,60.72,-46.03,51.8,66,20,1.12
463,Burnie,AU,2020-09-07 19:55:21,-41.07,145.92,53.01,79,100,1.01
464,Kraslava,LV,2020-09-07 19:55:21,55.9,27.17,49.33,96,37,5.3
465,Filingue,NE,2020-09-07 19:55:22,14.35,3.32,85.01,57,3,8.41
466,Ramacca,IT,2020-09-07 19:55:22,37.39,14.69,80.6,100,75,6.93
467,Cerignola,IT,2020-09-07 19:55:23,41.26,15.9,78.01,69,20,3.36
468,Karratha,AU,2020-09-07 19:55:23,-20.74,116.85,71.01,53,0,6.71
469,Salalah,OM,2020-09-07 19:54:21,17.02,54.09,80.6,83,40,5.82
470,Korla,CN,2020-09-07 19:55:25,41.76,86.15,75.99,64,46,5.01
471,Kaitangata,NZ,2020-09-07 19:55:26,-46.28,169.85,43.0,90,1,1.99
472,Tromso,NO,2020-09-07 19:55:26,69.65,18.96,50.0,81,100,25.28
473,Vila Velha,BR,2020-09-07 19:54:29,-20.33,-40.29,79.0,74,20,19.46
474,Berlevag,NO,2020-09-07 19:55:27,70.86,29.09,46.4,93,75,2.24
475,Jiayuguan,CN,2020-09-07 19:51:44,39.82,98.3,70.52,26,81,9.01
476,Pimentel,PE,2020-09-07 19:52:46,-6.84,-79.93,69.8,60,36,17.22
477,Kotelnich,RU,2020-09-07 19:55:28,58.31,48.35,57.33,87,99,5.84
478,Erenhot,CN,2020-09-07 19:55:28,43.65,111.98,61.43,59,0,7.63
479,Hammond,US,2020-09-07 19:55:28,41.58,-87.5,73.99,56,1,11.41
480,Kita,ML,2020-09-07 19:55:29,13.03,-9.49,74.28,93,99,1.95
481,Mmathubudukwane,BW,2020-09-07 19:55:29,-24.6,26.43,64.4,33,0,4.7
482,Manggar,ID,2020-09-07 19:55:29,-2.88,108.27,80.78,81,100,9.35
483,Rajapur,IN,2020-09-07 19:55:30,25.38,81.15,84.92,68,71,5.06
484,Pingzhuang,CN,2020-09-07 19:55:30,42.04,119.29,60.26,88,97,9.91
485,Chahuites,MX,2020-09-07 19:55:31,16.28,-94.18,87.85,66,76,4.9
486,Athens,GR,2020-09-07 19:55:04,37.98,23.72,82.99,37,0,4.12
487,Bahir Dar,ET,2020-09-07 19:55:31,11.59,37.39,61.07,89,13,4.34
488,Narsaq,GL,2020-09-07 19:55:32,60.92,-46.05,51.8,66,20,1.12
489,Leh,IN,2020-09-07 19:55:32,34.17,77.58,54.43,40,1,3.15
490,Gunnedah,AU,2020-09-07 19:55:32,-30.98,150.25,44.6,93,0,9.17
491,Sheridan,US,2020-09-07 19:55:33,44.83,-106.92,44.6,81,90,12.75
492,Talnakh,RU,2020-09-07 19:55:33,69.49,88.4,46.4,100,10,11.18
493,Mogadishu,SO,2020-09-07 19:55:34,2.04,45.34,76.6,77,52,15.73
494,Oussouye,SN,2020-09-07 19:55:34,12.48,-16.55,78.91,83,100,9.13
495,Ifakara,TZ,2020-09-07 19:55:34,-8.13,36.68,72.28,52,0,5.23
496,San Patricio,MX,2020-09-07 19:55:34,19.22,-104.7,86.0,74,75,11.41
497,Oga,IT,2020-09-07 19:55:35,46.46,10.35,57.99,100,75,2.24
498,Vilhena,BR,2020-09-07 19:55:35,-12.74,-60.15,95.0,24,40,4.7
499,Paraiso,CR,2020-09-07 19:55:35,9.84,-83.87,78.8,73,75,8.05
500,Codrington,AU,2020-09-07 19:55:36,-38.27,141.97,64.76,35,100,14.36
501,Lasa,IT,2020-09-07 19:55:36,46.62,10.7,57.99,87,40,3.36
502,Pitimbu,BR,2020-09-07 19:55:36,-7.47,-34.81,80.6,65,20,14.99
503,Zhangye,CN,2020-09-07 19:55:37,38.93,100.45,70.29,28,99,5.5
504,Sangar,RU,2020-09-07 19:55:37,63.92,127.47,41.23,85,30,2.24
505,Vidim,RU,2020-09-07 19:55:38,56.41,103.11,49.84,85,100,3.76
506,Manaure,CO,2020-09-07 19:55:38,11.78,-72.44,86.79,68,21,15.88
507,Bocaiuva,BR,2020-09-07 19:55:38,-17.11,-43.81,87.73,25,51,9.78
508,Norman Wells,CA,2020-09-07 19:55:39,65.28,-126.83,55.4,47,90,12.75
509,Tres Arroyos,AR,2020-09-07 19:55:39,-38.37,-60.28,60.19,48,33,10.83
510,Marsa Matruh,EG,2020-09-07 19:55:40,31.35,27.25,78.8,65,0,4.7
511,Innisfail,AU,2020-09-07 19:55:40,-17.53,146.03,69.21,87,83,9.4
512,Anadyr,RU,2020-09-07 19:54:03,64.75,177.48,35.6,67,0,4.47
513,Cascais,PT,2020-09-07 19:55:41,38.7,-9.42,80.6,36,40,11.41
514,Temir,KZ,2020-09-07 19:55:41,49.14,57.13,61.0,42,0,7.54
515,Ust-Kuyga,RU,2020-09-07 19:55:41,70.02,135.6,39.47,92,82,1.52
516,Avila,ES,2020-09-07 19:55:42,40.58,-5.0,62.01,45,0,5.99
517,Vikhorevka,RU,2020-09-07 19:55:42,56.12,101.16,53.01,87,100,2.24
518,Padang,ID,2020-09-07 19:55:43,-0.95,100.35,77.27,78,2,5.06
519,Prince Rupert,CA,2020-09-07 19:55:43,54.32,-130.32,62.6,82,1,4.7
520,Port Keats,AU,2020-09-07 19:55:44,-14.25,129.55,72.05,88,10,5.64
521,Alta Floresta,BR,2020-09-07 19:55:45,-9.88,-56.09,100.4,19,49,10.29
522,Westlock,CA,2020-09-07 19:55:46,54.15,-113.87,54.0,58,75,14.99
523,Faranah,GN,2020-09-07 19:55:46,10.04,-10.74,72.05,92,100,6.06
524,Acarau,BR,2020-09-07 19:55:47,-2.89,-40.12,81.37,65,51,18.9
525,Thessalon,CA,2020-09-07 19:55:47,46.25,-83.57,59.0,51,40,9.17
526,La Serena,CL,2020-09-07 19:55:47,-29.91,-71.25,59.0,67,5,12.75
527,Shahr-E Kord,IR,2020-09-07 19:55:48,32.33,50.86,60.13,31,33,0.89
528,Kamaishi,JP,2020-09-07 19:55:48,39.27,141.88,76.08,85,0,7.45
529,Hervey Bay,AU,2020-09-07 19:54:40,-25.3,152.85,64.0,95,13,5.01
530,Amapa,BR,2020-09-07 19:55:50,1.0,-52.0,91.85,42,88,3.56
531,Evensk,RU,2020-09-07 19:55:50,61.95,159.23,45.66,82,99,13.87
532,Beipiao,CN,2020-09-07 19:55:51,41.79,120.78,64.45,75,100,13.53
533,Kankaanpaa,FI,2020-09-07 19:55:51,61.8,22.42,50.0,93,0,4.7
534,Asfi,MA,2020-09-07 19:55:51,32.3,-9.24,75.09,74,0,16.98
535,Hurghada,EG,2020-09-07 19:55:52,27.26,33.81,96.8,28,0,13.87
536,Jorhat,IN,2020-09-07 19:55:52,26.75,94.22,75.88,95,89,1.97
537,Revda,RU,2020-09-07 19:55:52,56.8,59.93,46.4,100,78,2.26
538,Port Augusta,AU,2020-09-07 19:55:53,-32.5,137.77,60.8,72,79,11.41
539,Kokopo,PG,2020-09-07 19:55:53,-4.35,152.26,77.49,83,47,9.08
540,Balabac,PH,2020-09-07 19:55:54,7.99,117.06,81.79,76,92,3.69
541,Srednekolymsk,RU,2020-09-07 19:55:54,67.45,153.68,37.67,78,0,8.05
542,Vega De Alatorre,MX,2020-09-07 19:55:54,20.03,-96.63,84.43,70,100,11.03
543,Hami,CN,2020-09-07 19:55:55,42.8,93.45,70.54,33,34,12.59
544,General Roca,AR,2020-09-07 19:55:55,-39.03,-67.58,64.4,45,2,3.36
545,Baghdad,IQ,2020-09-07 19:55:55,33.34,44.4,91.4,29,0,2.24
546,Hvide Sande,DK,2020-09-07 19:55:56,56.0,8.13,59.0,79,100,3.0
547,Agua Dulce,MX,2020-09-07 19:55:56,18.13,-94.13,86.0,74,75,12.97
548,Makakilo City,US,2020-09-07 19:54:51,21.35,-158.09,82.4,69,75,5.82
549,Lahad Datu,MY,2020-09-07 19:55:57,5.03,118.33,75.56,90,60,3.4
550,Agadir,MA,2020-09-07 19:53:17,30.42,-9.6,73.4,73,0,9.17
551,Lorengau,PG,2020-09-07 19:55:57,-2.02,147.27,82.0,79,6,10.18
552,Pafos,CY,2020-09-07 19:55:58,34.77,32.42,78.8,74,0,2.24
553,North Battleford,CA,2020-09-07 19:52:01,52.78,-108.28,48.0,49,75,23.04
554,Siuna,NI,2020-09-07 19:55:58,13.73,-84.78,89.04,64,88,0.29
555,Shache,CN,2020-09-07 19:55:58,38.42,77.24,63.07,40,0,3.04
556,Jiaozuo,CN,2020-09-07 19:55:59,35.24,113.23,73.6,60,0,6.46
557,Kitovo,RU,2020-09-07 19:55:59,56.87,41.28,60.13,94,100,3.2
558,Ucluelet,CA,2020-09-07 19:53:52,48.93,-125.55,71.01,72,20,10.29
559,Bow Island,CA,2020-09-07 19:56:00,49.87,-111.37,52.0,65,75,18.34
560,Bembereke,BJ,2020-09-07 19:56:00,10.23,2.66,70.68,99,23,3.83
561,Port Hedland,AU,2020-09-07 19:56:01,-20.32,118.57,68.0,100,0,4.7
562,Pyay,MM,2020-09-07 19:56:01,18.82,95.22,78.19,92,100,1.72
